BOR;AN;nofinesset;nofinessej;SPED;UPED;LIT_PED;PLA_PED;SEJHP_PED;SEJHC_PED;JOU_PED;EFFPL_PM;EFFPL_PED;EFFPA_PM;EFFPA_PED;ETP_PM;ETP_PED;GAR_PM;GAR_PED;AST_PM;AST_PED;EFFPL_INFNS;EFFPL_PUE;EFFPL_AUX;EFFPL_KINE;EFFPL_PSY;EFFPL_APNM;EFFPA_INFNS;EFFPA_PUE;EFFPA_AUX;EFFPA_KINE;EFFPA_PSY;ETP_INFNS;EFFPA_APNM;ETP_PUE;ETP_AUX;ETP_KINE;ETP_PSY;ETP_APNM
MCOPED;2016;240000372;240000059;1;0;10;;0;771;1699;2;2;3;3;3.38;3.38;0;0;1;1;3;2;;;;6;7;;;;;7.54;3;1.98;;;;6.99
MCOPED;2016;240000489;240000117;1;1;14;4;311;2162;4992;4;4;3;3;3.98;3.98;;;;;3;7;2;0;0;1;1;0;0;0;0;3.5;0;6.28;2;0;0;0.5
MCOPED;2016;250000114;900000365;1;1;2;0;36;2;2;1;1;3;3;3.37;3.37;0;0;0;1;4;2;;;;3;2;2;;;;7.78;;2.53;;;;3.76
MCOPED;2016;250000700;250000452;1;0;14;0;8;1204;2708;;;4;3;2.28;1.78;0;0;1;1;9;4;9;;;;3;2;4;;1;7.01;11;2.47;3.51;;0.15;4.73
MCOPED;2016;250006954;250000015;1;1;70;16;3476;4933;18382;17;17;36;36;26.9;25.4;0;0;1;1;10;16;20;;1;16;24;25;21;4;1;32.42;28;29.79;34.61;2.3;1.3;30.34
MCOPED;2016;260000013;260000021;1;1;29;6;460;3900;8719;13;13;3;3;3.09;3.02;;;;;2;13;12;0;1;10;3;4;12;1;5;2.91;0;9.99;12.19;0.03;2.65;7.95
MCOPED;2016;260000120;260016910;1;0;25;;420;1358;3573;;;;;;;;;;;3;1;7;;1;3;6;2;5;1;0;8.39;6;2.84;10;0.5;0.9;6.18
MCOPED;2016;260000138;260000047;1;1;21;;0;1911;2978;4;4;1;1;4.65;4.65;0;0;1;1;6;4;12;0;0;5;6;3;4;0;0;10.47;2;4.12;11.2;0;0;5.56
MCOPED;2016;270000359;270023724;1;1;16;2;0;1736;3720;5;5;4;4;2.64;2.64;0;0;0;0;3;1;3;;1;3;5;2;4;;;7.32;7;2.6;4.61;;1;8.08
MCOPED;2016;280000084;280000183;1;1;25;;0;1711;4959;5;5;3;3;4.68;4.68;1;1;0;0;9;4;4;;;9;3;2;5;;;10.62;5;4.37;8.61;;;15.46
MCOPED;2016;280504267;280000134;1;1;17;3;623;1602;4329;10;10;2;2;2.94;2.94;1;1;1;1;12;5;15;;;7;10;6;2;;;18.7;8;8.49;16.32;;;13.34
MCOPED;2016;290000025;290020700;1;1;26;2;399;3307;6531;4;4;13;9;10.28;9.35;1;1;1;1;13;8;16;0;0;6;3;7;7;0;1;15.83;1;12.95;18.92;0;0.29;5.82
MCOPED;2016;290000033;290021542;1;0;16;0;148;1365;2896;3;3;2;1;4.25;4.2;0;;1;1;1;2;4;;;5;2;12;4;;;3.36;5;11.97;6.79;;;7.78
MCOPED;2016;290000058;290000017;1;1;50;11;2840;4663;15697;18;18;4;2;11.84;10.59;1;1;1;1;13;10;17;;0;14;19;7;9;;1;31.13;14;11.12;23.07;;0.2;24.25
MCOPED;2016;2A0000022;2A0000014;1;0;15;0;0;1545;2704;3;;0;;3.79;;;;;;10;3;12;8;33;;0;4;1;0;5;8.83;;6.46;12.13;8.66;36.08;
MCOPED;2016;2B0000012;2B0000020;1;0;16;0;0;1590;2818;8;7;5;3;9.02;7.48;0;0;1;1;4;4;10;0;1;4;0;2;1;0;2;5.22;7;4.92;9.55;0;1.5;6.25
MCOPED;2016;300000023;300780046;1;0;14;0;0;1824;3161;5;5;0;0;3.86;3.86;0;0;1;1;3;6;6;0;0;10;1;5;1;2;1;4.31;6;9.6;6.8;0.19;0.49;10.87
MCOPED;2016;300000031;300780053;1;;11;1;36;925;2097;3;3;;;3.23;3.23;0;;1;;5;5;6;0;0;6;3;4;4;0;3;5.88;2;7.69;7.04;0;0.44;5.62
MCOPED;2016;300782117;300780038;1;;40;5;1176;3838;8805;6;5;10;10;10.5;9.5;1;1;0;0;8;17;20;;;18;5;6;3;;2;12.83;5;22.02;22.12;;1.2;18.82
MCOPED;2016;310000310;310780671;1;1;2;;0;107;134;1;1;2;2;2.7;2.7;;;1;1;;;;;;1;;;;;;;;;;;;1.06
MCOPED;2016;310016977;310781406;1;1;168;38;8513;15290;43821;72;72;24;24;71.1;71.1;1;1;1;1;92;110;163;5;;36;24;35;20;7;8;113.34;9;118.22;166.75;9.4;3.15;35.38
MCOPED;2016;310026083;310026075;1;1;2;5;4007;862;1037;14;8;10;;19;8;0;0;1;1;;3;;;;;;6;4;;;;1;5.8;1;;;0.5
MCOPED;2016;310780101;310000039;1;0;;0;0;6;11;3;3;0;0;2.3;2.3;1;1;1;1;;;;0;;;;;;0;;;;;;0;;
MCOPED;2016;310780150;310788799;1;;14;6;1262;950;1720;7;;;;7;;;;1;;;;;;;;;;;;;;;;;;;
MCOPED;2016;310780259;310000096;1;0;2;1;130;86;266;;;4;2;0.5;0.5;0;0;1;1;2;2;;;2;;;;;;;0.5;;0.5;;;0.1;
MCOPED;2016;310783048;310781406;1;0;16;22;5018;1728;3260;;;18;18;2.5;2.5;1;1;1;1;5;9;12;;;4;6;2;2;;2;9.83;;9.47;13.66;;0.62;4.04
MCOPED;2016;320000086;320780117;1;0;14;0;0;1057;2133;6;4;1;;6.8;4;0;0;1;1;1;2;7;;;1;1;4;2;;;1.8;1;4.9;6.7;;;1.9
MCOPED;2016;330000555;330781204;1;1;6;;0;614;1455;3;3;;;2.5;2.5;;;;;4;4;2;;;2;;;2;;1;3.32;;2.97;3.16;;0.1;0.6
MCOPED;2016;330000605;330781253;1;1;15;2;580;1967;4277;;;10;10;3.38;3.38;1;1;0;0;4;6;4;;1;14;1;3;;;;3.67;1;7.35;4.17;;0.96;15.04
MCOPED;2016;330780479;330000274;1;;5;5;0;403;884;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;
MCOPED;2016;330781360;330781196;1;1;101;24;4421;11393;37505;29;28;11;10;28.66;27.35;;;;;20;50;32;2;2;38;4;15;4;;8;27.46;10;62.23;38.26;2;5.7;50.08
MCOPED;2016;330783648;330781196;1;;12;5;1249;1107;5394;2;;7;;2.5;;1;;;;13;6;1;;;15;14;6;2;;1;11.95;11;5.32;2;;0.5;16.37
MCOPED;2016;330802752;330781196;1;0;23;6;2108;417;6589;6;;1;;4.3;;0;;0;;27;2;;;;13;1;;;;7;22.3;6;1.3;;;3.25;16.3
MCOPED;2016;340000025;340022722;1;0;;4;1268;0;0;0;0;5;3;1.81;1.2;0;0;0;0;;;;;;;;;;;;;;;;;;
MCOPED;2016;340000033;340780055;1;;23;1;197;2545;4378;7;7;2;2;4.82;4.82;;;;;0;28;8;;;9;0;4;2;;;0;3;13.6;7.15;;;8.54
MCOPED;2016;340000223;340011295;1;0;14;0;0;1287;2274;0;0;4;4;2.61;2.61;;;;;3;3;4;0;0;7;4;4;2;0;0;5.73;1;5.8;5.6;0;0;7.57
MCOPED;2016;340022979;340000306;1;1;5;0;0;37;76;;;5;5;1;1;;;1;1;;4;2;;;;;1;;;;;;4.34;2;;;
MCOPED;2016;340780634;340000272;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;340782085;340780477;1;0;16;4;846;1363;3571;9;7;4;4;6.19;5.59;0;0;1;1;5;9;9;;4;;;;1;;2;3.6;4;7.77;9.88;;3.61;3.3
MCOPED;2016;340785161;340780477;1;1;46;4;1081;6705;11231;8;;29;13;15.22;5.88;0;0;1;1;13;57;40;;;7;1;7;5;;;12.7;5;51.34;39.97;;;10.72
MCOPED;2016;340796663;340780477;1;0;48;23;4887;4277;14747;20;18;31;25;20.34;19.32;1;0;1;1;15;55;37;1;3;7;4;7;10;;1;18.13;5;52.54;40.93;0.3;1.4;8.61
MCOPED;2016;350000147;350000022;1;0;12;2;115;1261;2257;;;5;5;2.59;2.59;0;0;1;1;1;5;8;;;5;1;9;7;;;1.8;1;12.06;14.13;;;4.16
MCOPED;2016;350000154;350000030;1;1;5;1;9;731;1449;3;3;2;2;1.58;1.58;0;0;1;1;3;4;2;;;17;4;3;4;;;3.18;7;2.32;0.83;;;5.23
MCOPED;2016;350000162;350000048;1;0;9;1;47;634;1568;1;1;;;1.36;0.9;0;0;0;0;4;4;5;;;5;1;3;2;;;1.5;1;5.62;4.99;;;4.06
MCOPED;2016;350000188;350000055;1;0;5;0;0;555;1271;3;3;1;1;2.98;2.98;0;0;1;1;2;4;3;;;;2;1;6;;;3.85;1;4.18;6.02;;;1.06
MCOPED;2016;350000741;350005179;1;0;;2;406;0;0;;;;;;;1;1;0;0;;1;;;;1;;;;1;1;;7;1;;0.6;0.76;3.26
MCOPED;2016;350007084;350005179;1;1;85;2;111;7408;22488;18;11;2;1;11.31;9.95;1;1;0;0;21;41;37;;1;33;12;57;23;;6;25.58;22;85.6;52.89;;4.55;45.04
MCOPED;2016;360000137;360000053;1;0;21;;0;990;2514;3;3;2;2;4.63;4.63;0;0;1;1;8;4;6;;;3;4;;1;;;10.33;1;4.02;6.18;;;3.21
MCOPED;2016;370000499;370000481;1;1;140;22;3968;8857;25638;75;39;44;23;83.65;44.6;0;0;1;1;55;18;42;;1;58;35;13;25;;3;73.5;35;29.27;61.04;;1.98;83.05
MCOPED;2016;380000034;380780049;1;1;20;0;0;1859;3810;7;3;3;2;5.61;3.73;1;1;0;;1;7;;;1;9;1;5;;;0;0.95;5;8.64;;;0.32;10.17
MCOPED;2016;380000067;380780080;1;1;88;24;6059;8208;24549;25;17;22;14;32.84;21.87;1;1;1;1;21;62;43;3;1;12;13;35;29;2;4;33.26;9;85.36;65.82;4.11;3.45;19.8
MCOPED;2016;380000174;380781435;1;1;14;2;119;1681;3150;6;6;2;2;3.55;3.55;1;1;0;0;4;4;6;;;6;2;1;3;;;5.63;4;3.68;7.56;;;6.13
MCOPED;2016;380000406;380784751;1;0;10;1;89;1230;2269;6;6;7;7;6.58;6.58;1;1;0;0;3;6;5;0;0;3;3;5;3;0;1;5.56;6;7.48;7.82;0;0.25;5.01
MCOPED;2016;380785956;380795211;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;390000040;390780146;1;0;18;0;0;1127;2672;4;4;;;5.41;5.41;0;0;1;1;;1;;;;;10;14;31;;;4.26;20;5.57;5.45;;;5.51
MCOPED;2016;390000065;390780161;1;0;4;;0;272;752;;;1;1;1.06;1.06;0;0;1;1;4;1;;;;;1;1;;;;5.07;3;0.86;;;;1.27
MCOPED;2016;390000222;390780609;1;;16;;0;1302;3342;4;4;1;1;4.33;4.33;0;0;1;1;5;3;6;0;1;4;4;7;3;0;0;8.08;2;8.14;7.65;0;0.5;5.85
MCOPED;2016;400000105;400780193;1;;18;;0;1781;2606;2;2;5;5;2.12;2.12;0;0;1;1;;6;8;;;7;1;5;6;1;1;1.62;3;9.38;11.97;0.2;0.5;8.81
MCOPED;2016;400000139;400011177;1;;16;2;446;1259;2484;5;5;2;2;7.03;7.03;0;0;1;1;1;4;4;0;0;2;3;1;3;0;2;3.74;5;5.41;6.77;0;0.52;4.53
MCOPED;2016;410000020;410000087;1;1;16;0;0;2180;5579;5;5;1;1;4.63;4.63;1;1;1;1;12;14;0;0;0;16;0;1;0;0;0;12.01;0;12.53;0;0;0;15.28
MCOPED;2016;410000046;410000103;1;0;12;0;0;841;2045;3;3;0;0;3;3;0;0;1;1;4;2;5;;;1;2;1;2;;;5.48;2;2.8;7.57;;;1.58
MCOPED;2016;420000010;420780033;1;1;22;0;0;1809;4870;8;7;3;2;2.35;1.9;1;1;0;0;5;6;13;1;;9;5;6;5;;;9.9;1;6.81;13.06;0.25;;7.48
MCOPED;2016;420000226;420013831;1;0;18;0;0;1302;2348;1;0;3;2;2;1.67;;;;;0;4;2;;;4;7;3;4;;;5.7;2;3.38;5.61;;;3.6
MCOPED;2016;420000234;420780652;1;;17;1;1;1193;1998;2;2;4;4;3.4;3.4;0;0;1;1;5;6;;;;5;2;10;2;;1;5.83;5;9.75;0.63;;0.5;6.43
MCOPED;2016;420782310;420000853;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;420782559;420784878;1;0;;1;189;0;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;
MCOPED;2016;420785354;420784878;1;1;63;7;2594;5848;15620;44;24;5;2;16.49;9.8;1;1;1;1;47;10;33;0;0;31;29;14;21;0;3;60.06;11;16.52;41.48;0;1.3;28.51
MCOPED;2016;430000117;430000018;1;0;17;;0;2090;3231;0;0;4;3;1.37;0.87;0;0;1;1;0;0;0;0;0;0;3;1;1;0;1;2.25;1;0.63;0.81;0;0.62;0.15
MCOPED;2016;440000016;440000057;1;1;24;2;1016;2811;6337;5;5;2;2;3.8;3.8;1;1;0;0;3;2;6;;;3;3;14;12;1;2;5.1;3;10.9;15;0.36;1;4.9
MCOPED;2016;440000271;440000289;1;1;115;29;8025;11687;37540;70;34;12;5;24.58;17.04;1;1;;;70;51;60;0;0;50;34;46;20;1;1;98.02;20;84.38;76.19;0.29;0.3;62.92
MCOPED;2016;440000503;440000313;1;1;4;;0;578;1253;0;0;3;3;1.94;1.94;0;0;1;1;2;0;0;;;1;8;3;3;;2;5.78;4;0.81;1.2;;0.16;2.56
MCOPED;2016;450000047;450000096;1;0;20;;0;1407;3434;2;2;3;3;4.4;4.4;0;0;1;;1;1;6;;;6;5;3;3;1;;5.1;1;3.4;7.05;0.4;;6.86
MCOPED;2016;450000062;450000104;1;1;13;;0;1544;2583;;;6;6;2.09;2.09;1;1;0;0;10;7;6;;;6;4;3;4;;;13.38;6;9.59;8.38;;;7.95
MCOPED;2016;450002613;450000088;1;1;61;11;1639;5376;14431;20;10;11;7;8.89;5.94;1;1;1;1;34;17;35;;1;11;10;16;10;;5;36.2;2;26.72;43.35;;2.78;10.87
MCOPED;2016;460000110;460780216;1;0;10;0;144;649;1340;3;3;1;1;3.7;3.7;0;0;1;1;1;4;4;0;0;3;1;3;1;0;0;1.12;1;6.09;4.41;0;0;3.81
MCOPED;2016;470000423;470016171;1;0;18;2;517;1188;3812;5;5;5;5;5.27;5.27;1;1;;;4;4;4;;;3;1;7;3;;2;4.71;10;8.67;4.32;;0.68;7.94
MCOPED;2016;470000431;470000324;1;0;7;0;0;656;1573;5;4;;;2.84;2.54;0;0;1;1;3;5;16;;;3;;;;;1;3;;4.6;14.52;;0.8;3
MCOPED;2016;470000480;470001660;1;0;14;2;75;926;2332;3;3;0;0;2.84;2.84;0;0;1;1;5;2;1;0;0;7;1;0;0;2;0;4.39;1;2.49;0.45;0.25;0;7.19
MCOPED;2016;480000017;480780097;1;0;6;0;217;545;1132;1;1;;;1;1;0;0;;1;3;8;1;;;5;;1;;;1;3.56;4;8.8;1;;0.25;7.49
MCOPED;2016;490000049;490000031;1;1;68;8;3171;4600;16450;25;23;13;7;27.65;23.8;1;1;1;1;7;8;18;0;;23;13;20;9;1;;15.09;11;22.2;24.81;0.2;;27.95
MCOPED;2016;490000635;490000676;1;1;20;2;251;2097;4668;5;5;2;2;2.35;2.35;1;1;0;0;4;2;6;;;3;8;6;7;;;9.74;3;6.82;12.24;;;5.38
MCOPED;2016;490001765;490528452;1;1;4;1;101;789;1733;3;3;4;7;1.73;2.3;1;1;0;0;4;;3;;;4;2;1;4;;;5.29;4;1.04;7.31;;;4.69
MCOPED;2016;500000021;500000054;1;0;15;0;0;1392;2747;8;8;1;1;5.84;5.84;1;1;0;0;7;5;5;;1;8;7;7;5;;;12.21;3;10.61;7.24;;1;11.31
MCOPED;2016;500000187;500000013;1;1;28;2;372;1983;5760;6;6;;;6;6;;;;;18;1;;;;32;5;1;;;;22;4;1.8;;;;35.2
MCOPED;2016;500000450;500000112;1;1;22;;0;1580;4533;1;;5;;5.32;;1;1;1;1;4;6;9;;;5;8;5;5;;1;4.58;;5.08;8.41;;0.61;3.86
MCOPED;2016;510000169;510000037;1;1;16;0;162;1194;2685;2;2;2;2;2.89;2.89;;;;;3;2;3;;;1;5;2;7;;1;5.13;9;4;7.53;;0.5;6.14
MCOPED;2016;510000235;510000060;1;0;10;;0;790;2318;;;3;2;2.24;1.44;;;1;;1;2;3;;;2;4;1;6;;;3.59;2;2.8;5.29;;;2.9
MCOPED;2016;510000250;510000078;1;0;7;0;0;653;1524;2;2;;;2;2;0;0;1;1;3;1;4;;;1;0;;;;;3;1;1;4;;;1.05
MCOPED;2016;510002470;510000029;1;1;58;15;4746;4331;12786;18;9;3;3;5.37;3.02;1;1;0;0;47;5;25;;;46;41;11;21;;;28.46;10;5.3;10.19;;;14.52
MCOPED;2016;510004302;510000029;1;0;6;;0;231;1540;4;4;0;0;0.55;0.55;1;1;0;0;14;3;5;;;10;9;3;;;;12.46;4;3.8;3.2;;;6.7
MCOPED;2016;520000027;520780032;1;0;17;0;0;1078;3404;2;2;1;1;2.27;2.27;0;0;1;1;5;6;9;;;4;3;0;3;;;7.95;1;5.43;11.39;;;4.38
MCOPED;2016;520000043;520780057;1;0;8;;0;221;568;1;1;1;1;1.83;1.33;0;;1;;4;1;;;;14;2;1;;;;3.25;5;1.31;;;;3.6
MCOPED;2016;520000068;520780073;1;0;10;2;465;1009;2804;4;3;2;2;4.4;3.75;1;1;0;0;6;;5;;;2;6;;5;;;7.33;1;0.33;7.25;;0.25;1.81
MCOPED;2016;530000264;530000371;1;0;18;4;427;2217;3817;7;7;;;3.94;3.94;1;1;0;0;6;7;13;;;7;1;4;;;1;6.79;1;10.36;11.94;;0.25;8.48
MCOPED;2016;540000015;540023264;1;1;1;2;213;57;66;;;7;7;0.38;0.38;1;1;1;1;1;1;;;;1;;;;;;1;;1;;;;1
MCOPED;2016;540000155;540000080;1;0;5;;0;658;1292;3;3;;;3;3;0;0;1;1;4;2;2;;;;;;1;;;4;1;1.98;2.96;0;0;0.25
MCOPED;2016;540001070;540000767;1;1;16;;0;1373;3283;2;1;1;1;2.79;1.79;0;0;1;1;7;4;6;;;4;11;6;1;;;11.72;4;7.99;5.65;;;5.12
MCOPED;2016;540001096;570010181;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;540002698;540023264;1;1;114;24;6416;8651;34654;7;2;91;50;40.26;26.87;1;1;1;1;27;22;18;;2;33;109;50;107;;7;122.53;69;60.97;117.75;;7.32;93.41
MCOPED;2016;550000012;550006795;1;0;11;2;226;824;2116;2;2;3;3;2.44;2.44;0;0;1;1;46;3;11;;1;127;5;;1;;;41.76;13;3;8.44;;1;115.58
MCOPED;2016;550000434;550003354;1;1;14;;0;1159;2142;;;4;4;0.72;0.72;1;1;0;0;;;;;;;14;6;7;3;;5.15;12;1.83;2.8;0.07;;1.81
MCOPED;2016;560000127;560023210;1;1;25;5;797;2642;6113;10;10;3;3;5.8;5.8;1;1;;;0;4;0;0;0;9;6;33;23;1;3;2.9;18;23.88;20.15;0.5;0.66;9.11
MCOPED;2016;560000135;560005746;1;1;28;3;725;2211;6100;;;19;18;6.89;6.73;1;1;0;0;5;15;13;;1;7;;7;5;;;5;4;25.6;16.7;;0.1;10.96
MCOPED;2016;560000143;560014748;1;0;15;;124;1063;2183;4;4;1;1;4.1;4.1;;;;;1;8;9;;;3;;6;2;;;1.21;2;12.72;10.66;;;3.56
MCOPED;2016;570000059;570025254;1;1;24;;0;2418;4857;2;2;3;3;4.15;4.15;1;1;1;1;8;8;0;0;0;17;6;5;0;0;0;10.55;10;10.66;0;0;0;22.43
MCOPED;2016;570000117;570015099;1;0;10;;0;906;2468;2;2;1;1;2.01;2.01;0;0;1;1;5;3;3;2;1;1;2;2;4;;;6;4;4.7;5.85;0.06;0.5;3.85
MCOPED;2016;570000349;570005165;1;1;15;2;109;1575;4391;3;3;4;4;4.88;4.88;0;0;1;1;2;10;6;;;1;2;5;3;;;3.65;4;12.29;8.29;;;4
MCOPED;2016;570000646;570001115;1;0;9;9;1320;688;1448;4;3;;;4;3;1;1;1;0;3;2;2;;;2;3;;;;;5.41;;1.36;2;;;2.02
MCOPED;2016;570000901;570000158;1;1;22;1;83;1895;4431;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;570026682;570005165;1;1;37;3;402;2400;8103;11;11;6;6;4.92;4.92;1;1;0;0;7;5;12;;;;7;8;6;1;;12.56;9;10.13;15.99;0.05;;5.81
MCOPED;2016;580972693;580780039;1;1;15;;0;1579;3451;;;3;3;1.37;1.37;1;1;0;0;4;5;6;;;;1;1;1;;0;5.12;2;4.59;6.75;;0.5;0.6
MCOPED;2016;590000121;590780227;1;1;11;1;35;1375;2436;6;6;2;2;6.02;6.02;1;1;0;0;1;11;5;;;3;;3;1;;2;1.01;2;14.44;6.19;;0.72;4.77
MCOPED;2016;590000337;590781415;1;1;48;4;902;3741;8923;7;7;4;3;8.93;8.88;0;0;1;1;14;5;12;;;13;9;11;23;;;17.44;5;15.19;26.19;;0.5;15.7
MCOPED;2016;590000428;590781605;1;0;22;4;233;2314;4337;4;;;;3.5;;;;;;3;5;8;;;5;1;7;7;;;2.05;2;9.44;14.06;;;5.7
MCOPED;2016;590000535;590781803;1;1;18;3;571;1527;3675;11;10;;;4.19;3.52;1;1;1;1;9;10;15;;;13;2;1;3;;;7.72;;10.04;15.85;;;11.95
MCOPED;2016;590000618;590782215;1;;67;10;1617;6773;12456;9;6;14;9;12.16;8.46;0;;;;11;10;6;;1;18;3;13;1;;;12.36;17;19.89;8.58;;1;27.7
MCOPED;2016;590000758;590782637;1;0;11;1;498;1589;2725;;;9;9;2.4;2.4;0;0;1;1;5;7;9;;1;2;3;8;6;;;7.69;1;12.29;12.78;;0.27;2.63
MCOPED;2016;590001004;590783239;1;;34;;0;3167;7308;3;3;5;5;5.83;5.83;1;1;0;0;9;15;10;;;11;;1;;;2;6.45;3;11.69;8.92;;0.59;11.52
MCOPED;2016;590006607;590780193;1;;65;16;7720;6809;33990;26;19;14;9;23.01;16.3;;;;;57;70;83;0;0;83;17;57;50;0;1;65.71;48;114.86;123.33;0;0.1;116.08
MCOPED;2016;590052056;590051801;1;0;;;5;279;2140;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;590787586;590780193;1;;12;3;410;960;3441;6;4;1;;3.88;2.89;;;;;2;6;7;0;0;6;3;4;5;0;0;3.69;2;9.2;10.8;0;0;7.19
MCOPED;2016;590796975;590780193;1;1;21;6;1144;6541;6769;9;9;4;4;6.34;6.34;;;;;6;5;10;0;1;15;7;6;6;0;5;12.49;14;9.76;15.61;0;3.3;23.35
MCOPED;2016;590797353;590051801;1;1;24;17;4629;3734;9751;10;4;6;2;9.79;5.72;;;;;7;9;14;;;;5;9;18;;;11.07;;14.54;25.83;;;
MCOPED;2016;590801106;590782421;1;1;50;5;1362;4628;10081;10;10;1;1;11.1;11.1;1;;0;;8;10;10;;;6;8;14;14;;2;13.85;2;21;21.3;;1.3;7.6
MCOPED;2016;590804696;590781902;1;1;20;;0;1867;3353;6;6;1;1;5.6;5.6;0;0;1;1;4;6;;;;14;3;1;;;1;3.7;3;5.78;;;0.12;15.16
MCOPED;2016;600000194;600100713;1;1;20;3;197;2854;6664;9;9;1;1;6.9;6.9;1;1;1;1;11;3;10;;1;12;6;;3;;;14.53;4;2.94;14;;1;13.26
MCOPED;2016;600000467;600101984;1;1;34;5;876;3085;8443;10;10;3;3;3.11;3.11;1;1;0;0;16;3;13;;1;9;8;1;1;;;19.1;4;3.4;13.8;;1;11.2
MCOPED;2016;600113476;600100721;1;1;20;2;437;1876;5553;5;5;6;6;7.21;7.21;1;1;1;1;8;2;5;;;8;9;1;9;;2;13.1;2;1.34;9.4;;0.82;6.33
MCOPED;2016;610000051;610780082;1;0;16;0;176;1234;2666;4;4;;;4;4;1;1;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;610000069;610780090;1;0;20;0;0;1660;3306;4;1;1;1;3.7;1.6;0;0;1;0;6;1;;;;9;5;4;;;;10.49;5;3.97;0.18;;;12.62
MCOPED;2016;610000119;610780165;1;;30;0;0;2303;7576;3;3;3;3;4.39;4.39;;;;;17;8;4;;;18;8;4;11;1;3;21.84;8;9.74;12.13;0.25;1.49;21.68
MCOPED;2016;610780116;610790594;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;620000026;620003814;1;0;2;1;39;120;388;2;1;;;0.1;0.05;0;0;0;0;8;;2;2;;8;;;;;;1.3;;;0.35;0.4;;1.4
MCOPED;2016;620000034;620100057;1;1;24;6;488;2313;5462;6;6;4;4;6.7;6.7;1;1;0;0;10;3;15;;1;5;3;3;4;;;11.08;;5.8;14.92;;1;4.69
MCOPED;2016;620000224;620100651;1;0;20;2;494;2033;4713;5;;;;3.43;;0;0;0;0;5;9;10;;;10;3;3;4;;;4.73;1;8.42;10.32;;;5.58
MCOPED;2016;620000257;620100685;1;1;47;10;1445;4597;11888;7;7;6;6;8.14;8.14;1;1;0;0;27;6;21;;1;19;9;3;5;1;1;19.2;3;8.59;21.53;0.6;1.13;14.53
MCOPED;2016;620000323;620101337;1;0;18;4;371;1591;4018;9;9;2;2;9.87;9.87;0;0;0;0;9;7;6;;0;9;3;4;7;;2;11.45;4;9.21;11.31;;0.56;12.26
MCOPED;2016;620000349;620101360;1;1;12;;28;1261;3043;4;4;4;4;4.24;4.24;0;0;1;1;1;7;;;;4;;3;1;;;1;2;7.08;0.08;;;6.8
MCOPED;2016;620000653;620103440;1;0;16;4;377;2741;5739;5;5;9;9;7.8;7.8;1;1;0;0;1;2;;;;;;;;;;1;;2;;;;
MCOPED;2016;620003202;620103432;1;1;18;2;111;1439;2573;2;2;6;6;3.97;3.97;0;0;1;1;4;7;;;;2;2;2;;;1;5.48;9;7.57;;;0.25;8.56
MCOPED;2016;630781268;630780989;1;1;68;4;870;4742;16476;10;10;2;2;4.89;4.89;1;0;0;0;8;6;9;;;3;9;3;6;;1;12.87;5;8.58;14.2;;0.6;7.03
MCOPED;2016;640000162;640780417;1;1;32;2;469;3449;6098;3;3;7;7;5.19;5.19;1;1;0;0;3;7;8;0;0;10;3;6;3;0;1;5.32;4;12.11;9.88;0;0.5;12.05
MCOPED;2016;640000402;640780813;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;640000600;640781290;1;1;24;4;1312;2262;5385;4;4;13;9;6.83;4.73;1;1;0;0;8;33;25;;;13;6;25;11;1;;13.44;4;43.95;31.91;0.1;;18.69
MCOPED;2016;650000417;650783160;1;1;18;6;1148;1362;2984;7;7;;;7;7;0;1;0;0;7;11;;;1;14;2;9;;;1;8.34;12;16.31;;;1.5;19.72
MCOPED;2016;660000084;660780180;1;;25;5;868;2754;6291;7;7;7;7;9.74;9.74;;;;;20;8;;;;23;3;;;;;19.44;;8.17;;;0.25;22.33
MCOPED;2016;660790387;660790379;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOPED;2016;670000157;670780337;1;1;18;2;243;1381;3102;4;4;4;4;5.33;5.33;1;1;0;0;5;5;5;;;4;2;3;1;1;2;8.75;5;7.2;4.55;0.15;1.7;8.15
MCOPED;2016;670000165;670780345;1;1;13;1;89;940;2385;;;;;0.2;0.2;1;1;0;0;;;;;;;;;;;;1;;0.5;0;;;0.85
MCOPED;2016;670000397;670017755;1;0;14;;0;1108;2132;;;;;;;0;0;1;1;1;1;3;;;3;5;3;;;;4.59;5;3.84;2.6;;;5.51
MCOPED;2016;670780212;670014604;1;0;6;;0;217;428;;;;10;;5;;1;;1;;;;;;;;;;;;;;;;;;
